name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Lyman Good,21,6,182.88,77.11,187.96,Orthodox,39,5.34,0.48,4.01,0.63,0.27,1,0.75,0
Gloria de Paula,6,5,165.1,52.16,170.18,Orthodox,29,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5
Roger Gracie,8,2,193.04,83.91,200.66,Orthodox,43,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9
Erick Gonzalez,14,8,180.34,70.31,190.5,Orthodox,32,2.4,0.36,8.08,0.4,6,0.55,0.5,0
Jay Silva,10,11,187.96,83.91,None,Southpaw,None,1.13,0.34,3.07,0.4,0,0,0.38,1
Brad Riddell,10,4,170.18,70.31,180.34,Orthodox,33,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0
Ulysses Gomez,9,5,167.64,56.7,None,Orthodox,41,2.72,0.25,3.57,0.68,0,0,0,0
Ilir Latifi,17,9,177.8,104.33,185.42,Orthodox,42,2.05,0.45,2.93,0.56,2.11,0.35,1,0.3
Jeff Cox,10,7,177.8,70.31,None,Orthodox,56,0.56,0.25,1.69,0.33,4.23,0.5,0.8,0
Brad Kohler,12,15,175.26,99.79,None,Orthodox,60,0,0,0,0,0,0,0,0
Benoit Saint Denis,13,3,180.34,70.31,185.42,Southpaw,28,5.17,0.53,4.98,0.41,3.97,0.37,0.68,1.2
Bobby Southworth,10,6,187.96,92.99,None,Orthodox,54,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
Khaos Williams,15,3,182.88,77.11,195.58,Orthodox,30,5.81,0.39,5.42,0.42,0,0,0.8,0
Zelim Imadaev,8,3,182.88,77.11,193.04,Orthodox,29,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0
Tim McKenzie,14,9,182.88,83.91,187.96,Orthodox,42,1.37,0.54,2.96,0.44,0,0,0.28,2.1
Jeremiah Wells,12,4,175.26,77.11,187.96,Switch,37,2.41,0.43,1.31,0.48,3.08,0.44,0.8,0.8
John Albert,6,5,172.72,61.23,172.72,Orthodox,38,3.05,0.49,2.82,0.35,0,0,0.5,6.1
Robert Sanchez,8,2,167.64,56.7,167.64,Orthodox,38,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7
Jenel Lausa,7,5,165.1,56.7,172.72,Orthodox,36,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8
William Macario,9,3,180.34,77.11,190.5,Orthodox,33,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0
Abdul-Kareem Al-Selwady,15,4,172.72,70.31,175.26,Orthodox,29,4.14,0.34,3.6,0.59,2.32,0.3,0.2,0
Alexander Volkanovski,26,4,167.64,65.77,180.34,Orthodox,36,6.16,0.56,3.44,0.58,1.78,0.37,0.7,0.2
Efrain Escudero,28,12,175.26,70.31,180.34,Orthodox,38,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8
Renan Barao,34,9,167.64,65.77,177.8,Orthodox,37,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
Vinicius Moreira,9,5,193.04,92.99,193.04,Orthodox,35,3.15,0.59,5.07,0.43,1.97,0.18,0,1.3
Adlan Amagov,14,2,187.96,77.11,193.04,Orthodox,37,3.29,0.47,0.82,0.78,5.84,0.56,1,0
Bassil Hafez,9,3,180.34,77.11,182.88,Orthodox,32,4.23,0.39,5.53,0.4,3,0.24,0.5,0
Isabela de Padua,5,2,160.02,56.7,162.56,Orthodox,33,1,0.35,2.07,0.5,2,0.66,0,1
Josh Copeland,12,4,185.42,120.2,None,Orthodox,41,1.03,0.31,3.01,0.55,0,0,0.57,0
Kevin Croom,21,15,180.34,61.23,185.42,Orthodox,37,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
Mike Wessel,15,8,182.88,117.93,None,Orthodox,46,1.82,0.56,6.43,0.22,6.29,0.5,0,0
Albert Cheng,7,4,180.34,77.11,None,Orthodox,39,1,0.41,2.6,0.71,0,0,0,0
Dan Lauzon,17,6,177.8,70.31,None,Orthodox,36,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7
Brok Weaver,15,6,182.88,70.31,185.42,Southpaw,32,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4
Jonathan Martinez,19,5,172.72,61.23,177.8,Southpaw,30,4.54,0.49,3.87,0.57,0.41,0.35,0.68,0.1
Jorge de Oliveira,9,2,172.72,70.31,None,Orthodox,44,1.26,0.31,4.84,0.48,0,0,0.22,0
Hakeem Dawodu,13,4,172.72,65.77,185.42,Orthodox,33,5.45,0.5,3.37,0.56,0,0,0.65,0
Barb Honchak,10,4,162.56,56.7,165.1,Orthodox,45,4.04,0.3,4.67,0.66,0,0,0,1.3
Alexander Volkov,38,10,200.66,113.4,203.2,Orthodox,35,5.13,0.57,3,0.55,0.45,0.63,0.73,0.2
Wesley Correira,20,16,190.5,117.93,None,Orthodox,45,2.6,0.36,8.8,0.4,0,0,0.9,0
Maximo Blanco,12,8,172.72,65.77,180.34,Orthodox,41,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
Seth Baczynski,20,14,190.5,77.11,190.5,Orthodox,42,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Thiago Santos,22,11,187.96,92.99,193.04,Orthodox,40,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1
Phil Harris,22,12,162.56,56.7,165.1,Orthodox,41,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0
Miguel Torres,44,9,175.26,61.23,193.04,Orthodox,43,3.98,0.43,1.86,0.74,0,0,0.17,1.6
Herbert Burns,11,6,175.26,65.77,185.42,Orthodox,36,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8
Justin Edwards,9,5,177.8,70.31,177.8,Orthodox,41,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1
Jake Hadley,11,3,170.18,61.23,177.8,Southpaw,28,3.76,0.44,3.72,0.6,0.2,0.06,0.54,1.4
Nick Roehrick,7,1,187.96,92.99,None,Orthodox,37,2.31,0.17,6.92,0.44,0,0,0,0
Gabriel Bonfim,16,1,185.42,77.11,182.88,Orthodox,27,5.78,0.42,4.38,0.62,2.92,0.75,0.73,1.9
Nora Cornolle,8,2,170.18,61.23,170.18,Orthodox,34,3.41,0.53,2.18,0.62,0.39,0.11,0.5,0
Steve Jennum,2,3,177.8,97.52,None,Orthodox,None,0,0,0,0,0,0,0,0
Sarah Kaufman,18,4,165.1,61.23,167.64,Orthodox,39,6.65,0.46,4,0.62,0.38,0.57,0.81,0
Nolan Ticman,4,3,167.64,56.7,None,Orthodox,36,2.57,0.47,2.53,0.67,0,0,0.6,0
Nad Narimani,12,4,172.72,65.77,177.8,Orthodox,37,3.33,0.42,3,0.58,1.92,0.41,0.7,0
Claudio Ribeiro,11,5,185.42,83.91,195.58,Orthodox,32,3.59,0.51,4.9,0.3,0.56,0.5,0.66,0
Fernie Garcia,10,5,170.18,61.23,170.18,Orthodox,32,2.04,0.34,3.79,0.48,0.28,0.5,0.5,0.6
Denis Tiuliulin,10,10,185.42,83.91,195.58,Orthodox,36,3.61,0.41,5.23,0.38,0.96,0.42,0.72,0
Denis Stojnic,13,3,182.88,111.13,None,Orthodox,44,1.51,0.23,6.06,0.36,0,0,0.8,1
Israel Adesanya,24,4,193.04,83.91,203.2,Switch,35,4,0.48,3.21,0.56,0.05,0.12,0.75,0.1
Donnie Chappell,0,1,180.34,80.74,None,Southpaw,None,0,0,0,0,0,0,0,0
Donald Cerrone,36,17,185.42,70.31,185.42,Orthodox,41,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
KJ Noons,13,9,177.8,70.31,177.8,Orthodox,41,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0
Andreas Stahl,10,4,180.34,77.11,None,Orthodox,36,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0
Lina Lansberg,10,8,170.18,61.23,165.1,Orthodox,42,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1
Noe Hernandez,5,5,170.18,61.23,None,Orthodox,None,0,0,0,0,0,0,0,0
Jason Young,9,6,175.26,65.77,185.42,Orthodox,38,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0
Goran Reljic,15,8,190.5,92.99,205.74,Southpaw,40,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1
Reza Nasri,0,1,180.34,92.99,None,Orthodox,None,0,0,0,0,0,0,0,0
Joshua Van,11,2,165.1,56.7,165.1,Orthodox,23,8.39,0.53,6.09,0.58,1.62,0.63,0.83,0
Phillip Miller,16,0,180.34,83.91,None,Orthodox,45,1.61,0.54,1.93,0.5,3.62,0.25,1,0.6
Jess Liaudin,20,11,175.26,77.11,182.88,Orthodox,None,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6
Julian Erosa,30,12,185.42,65.77,187.96,Southpaw,35,6.18,0.48,6.31,0.48,1.69,0.48,0.58,0.8
Chris Price,19,4,187.96,83.91,None,Southpaw,41,1.44,0.66,2.59,0.48,0,0,0.33,2.2
Orlando Wiet,1,5,177.8,77.11,None,Southpaw,None,0,0,0,0,0,0,0,0
Jamahal Hill,12,2,193.04,92.99,200.66,Southpaw,33,7.18,0.54,3.51,0.46,0,0,0.73,0
Ariel Beck,4,5,167.64,56.7,167.64,Southpaw,34,4.44,0.34,4.31,0.64,0,0,0,0
Gerald Harris,23,5,180.34,83.91,195.58,Southpaw,44,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0
Dwight Grant,11,6,185.42,83.91,193.04,Switch,40,3.29,0.36,2.66,0.6,0.61,1,0.66,0
Adam Yandiev,9,1,175.26,83.91,187.96,Orthodox,36,0.18,0.08,6.14,0.36,0,0,0.25,0
Matthew Semelsberger,11,7,185.42,77.11,190.5,Switch,31,3.78,0.43,4.21,0.54,1.02,0.57,0.45,0.4
David Mitchell,22,7,182.88,77.11,190.5,Orthodox,44,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2
Tulio Palhares,2,16,182.88,81.65,None,,None,0,0,0,0,0,0,0,0
Shane Burgos,15,3,180.34,65.77,190.5,Orthodox,33,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
Maiquel Falcao,37,10,180.34,83.91,None,Orthodox,43,1.67,0.55,0.53,0.86,1,1,0.71,3
Shayna Baszler,15,11,170.18,61.23,None,Orthodox,44,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
Diego Lopes,26,6,180.34,65.77,182.88,Orthodox,29,4.2,0.53,4.11,0.5,0.5,0.4,0.52,2.8
Steven Nguyen,9,2,180.34,65.77,185.42,Switch,31,7.15,0.4,7.36,0.6,0.28,1,0.84,0
Justin Frazier,10,3,182.88,120.2,190.5,Southpaw,35,1.11,0.66,6.11,0.04,0,0,0,0
Hector Ramirez,10,6,182.88,92.99,None,Orthodox,48,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5
Denys Bondar,14,5,167.64,56.7,175.26,Orthodox,32,4.59,0.5,5.16,0.56,3.99,0.58,0.62,0
Maia Stevenson,6,5,162.56,52.16,157.48,Orthodox,42,1.57,0.54,3.13,0.33,3.91,1,0.5,0
Nick Denis,11,3,170.18,61.23,None,Orthodox,41,6.54,0.53,5.42,0.36,2.8,1,0.8,0
David Abbott,10,15,182.88,120.2,None,Switch,None,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0
Joseph Benavidez,28,8,162.56,56.7,165.1,Southpaw,40,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Patrick Walsh,10,3,180.34,83.91,None,,35,2.03,0.19,2.83,0.64,3,0.54,1,1.5
Manny Bermudez,14,2,177.8,65.77,180.34,Orthodox,30,2.92,0.61,2.68,0.46,3.06,0.54,0,3.1
Fabio Gurgel,3,2,182.88,92.99,None,Orthodox,None,0,0,0,0,0,0,0,0
Malcolm Gordon,14,8,170.18,56.7,180.34,Switch,34,2.5,0.45,2,0.43,1.72,0.35,0.26,1
Khadis Ibragimov,8,4,190.5,92.99,198.12,Orthodox,29,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3
Marcus Brimage,7,7,162.56,61.23,180.34,Southpaw,39,3.97,0.35,3.64,0.56,0.56,1,0.8,0
Chris Tickle,9,9,175.26,70.31,None,,42,1.07,0.4,1.13,0.43,1,0.25,0.2,2
Kai Kara-France,25,11,162.56,56.7,175.26,Orthodox,31,4.56,0.39,3.22,0.65,0.61,0.33,0.88,0
Yohan Lainesse,9,3,185.42,77.11,193.04,Orthodox,32,2.22,0.41,3.38,0.58,0.94,0.28,0.72,0.5
Greg Stott,0,1,170.18,99.79,None,Southpaw,None,0,0,0,0,0,0,0,0
Chad Mendes,18,5,167.64,65.77,167.64,Orthodox,39,2.78,0.49,2.35,0.67,4.13,0.55,1,0.3
Charles Oliveira,34,10,177.8,70.31,187.96,Orthodox,35,3.39,0.53,3.2,0.51,2.17,0.4,0.55,2.8
Tim Elliott,21,13,170.18,56.7,167.64,Southpaw,37,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1
Danilo Belluardo,12,5,182.88,70.31,187.96,Southpaw,30,1.52,0.61,4.79,0.41,3.5,1,0.5,0
Viviane Araujo,12,6,162.56,56.7,172.72,Orthodox,37,4.11,0.47,4.96,0.56,1.76,0.4,0.78,0.6
Demetrious Johnson,27,3,160.02,56.7,167.64,Orthodox,38,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5
DaMarques Johnson,15,15,185.42,77.11,190.5,Orthodox,42,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7
Buddy Roberts,12,3,187.96,83.91,None,Orthodox,42,2.17,0.34,2.08,0.7,0,0,0.76,0.7
Michael Chiesa,19,7,185.42,77.11,190.5,Southpaw,36,1.86,0.4,1.72,0.53,3.35,0.51,0.6,1
Thaddeus Luster,0,1,190.5,95.25,None,,None,0,0,0,0,0,0,0,0
Igor Araujo,25,9,185.42,77.11,195.58,Orthodox,43,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6
Ryan Parker,0,1,190.5,106.59,None,Southpaw,None,0,0,0,0,0,0,0,0
Tamdan McCrory,14,5,193.04,83.91,193.04,Switch,37,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
Aspen Ladd,9,3,167.64,61.23,167.64,Orthodox,29,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6
Ericka Almeida,7,3,167.64,52.16,None,Orthodox,35,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0
Paul Taylor,11,6,182.88,70.31,182.88,Orthodox,44,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
Roman Salazar,10,6,170.18,61.23,None,Orthodox,36,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0
Claudia Gadelha,18,5,162.56,52.16,160.02,Orthodox,35,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Sean Brady,17,1,177.8,77.11,182.88,Orthodox,31,4.09,0.55,3.18,0.6,3.49,0.52,0.85,0.9
Charles Jourdain,15,8,175.26,61.23,175.26,Switch,28,5.48,0.48,4.35,0.56,0.35,0.23,0.48,0.5
Marco Ruas,9,4,185.42,95.25,None,Orthodox,63,0,0,0,0,0,0,0,0
Yizha,25,5,170.18,65.77,180.34,Orthodox,27,2.8,0.44,2.83,0.47,3.54,0.3,0.54,1.1
Renee Forte,8,4,170.18,70.31,180.34,Orthodox,37,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0
Keith Wisniewski,28,15,182.88,77.11,None,Orthodox,42,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3
Leonardo Morales,6,2,172.72,61.23,None,Southpaw,31,2.05,0.47,2.05,0.58,0,0,0.62,0
Jack Marshman,23,10,182.88,83.91,185.42,Orthodox,34,2.74,0.25,4.19,0.56,0,0,0.2,0
Jacare Souza,26,10,185.42,83.91,182.88,Orthodox,44,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
Yoel Romero,13,5,182.88,83.91,185.42,Southpaw,47,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0
Ben Nguyen,16,8,165.1,56.7,165.1,Switch,36,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1
Will Brooks,18,4,177.8,70.31,182.88,Orthodox,38,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
Randy Costa,6,4,175.26,61.23,185.42,Switch,30,6.53,0.46,7.58,0.58,0,0,0.5,0
Jeka Saragih,14,4,172.72,65.77,175.26,Orthodox,29,2.73,0.5,2.65,0.41,2.21,0.8,0.66,0.6
Alessio Sakara,19,11,182.88,83.91,182.88,Orthodox,43,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0
Phil Baroni,15,18,175.26,77.11,182.88,Orthodox,48,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
Mike Rhodes,10,5,185.42,77.11,187.96,Orthodox,34,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5
Cyrille Diabate,19,10,198.12,92.99,205.74,Southpaw,51,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2
Sean Sharaf,4,1,190.5,114.31,195.58,Orthodox,31,7.31,0.44,9.79,0.44,2.07,0.12,0,0
Fernando Bruno,15,4,167.64,65.77,None,,42,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5
Kennedy Nzechukwu,12,5,195.58,92.99,210.82,Southpaw,32,5.13,0.45,4.9,0.5,0.6,0.45,0.8,0.2
Terrence Mitchell,14,4,177.8,61.23,187.96,Orthodox,34,2.21,0.34,8.85,0.41,3.69,0.5,0,0
Abu Azaitar,14,4,175.26,83.91,193.04,Orthodox,38,4.38,0.43,4.32,0.51,1,0.37,0.42,0
Jiri Prochazka,30,5,190.5,92.99,203.2,Orthodox,32,5.38,0.55,5.59,0.39,0.72,0.6,0.68,0.2
Ramazan Temirov,18,2,162.56,56.7,160.02,Orthodox,27,8.12,0.41,1.41,0.75,0,0,0,0
Cung Le,9,3,175.26,83.91,177.8,Southpaw,52,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3
Cezar Ferreira,13,8,185.42,83.91,198.12,Southpaw,39,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5
Floyd Sword,12,3,182.88,83.91,None,Orthodox,48,0.78,0.42,1.57,0.4,0,0,0.33,0
Bobby Voelker,19,13,182.88,77.11,187.96,Orthodox,45,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0
Carlos Eduardo Rocha,9,4,177.8,77.11,185.42,Orthodox,43,1.24,0.34,1.85,0.55,0,0,0.52,1.4
Caol Uno,33,19,170.18,70.31,177.8,Southpaw,49,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
Martin Sano,4,3,180.34,77.11,190.5,Orthodox,33,4,0.33,12,0.4,0,0,0,0
Mark Hunt,13,14,177.8,120.2,182.88,Orthodox,50,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2
Willie Gates,12,7,172.72,56.7,182.88,Orthodox,37,1.8,0.38,4.28,0.38,0,0,0.67,0.4
Jamey-Lyn Horth,6,1,170.18,56.7,167.64,Orthodox,34,3.97,0.62,3.53,0.57,0.5,0.25,0.7,0
Darian Weeks,5,3,180.34,77.11,182.88,Orthodox,30,4.49,0.51,4.56,0.51,2,0.3,1,0
Steven Siler,29,16,180.34,65.77,177.8,Orthodox,37,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6
Philipe Lins,18,5,187.96,92.99,198.12,Orthodox,39,3.8,0.49,3.59,0.46,1.65,0.33,1,0
Jason MacDonald,25,16,190.5,83.91,203.2,Orthodox,49,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2
Jan Blachowicz,29,10,187.96,92.99,198.12,Orthodox,41,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3
Brian Ortega,16,4,172.72,65.77,175.26,Switch,33,4.08,0.37,6.59,0.49,1.07,0.26,0.55,1.1
Liang Na,19,8,165.1,56.7,170.18,Orthodox,28,1.99,0.42,3.95,0.36,3.6,0.58,0.25,0.5
Belal Muhammad,24,3,180.34,77.11,182.88,Orthodox,36,4.39,0.43,3.48,0.57,2.28,0.39,0.89,0.2
Myktybek Orolbai,13,1,177.8,70.31,187.96,Orthodox,26,3.02,0.52,2.56,0.47,7.44,0.44,0.5,0.6
Will Chope,34,13,193.04,65.77,None,Switch,34,4.43,0.27,9.93,0.46,0,0,0,0
Pat Sabatini,19,5,172.72,65.77,177.8,Orthodox,33,1.94,0.59,1.47,0.48,3.97,0.44,0.5,2
Cain Velasquez,14,3,185.42,108.86,195.58,Orthodox,42,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4
Gabriel Silva,8,2,167.64,61.23,180.34,Orthodox,30,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
Ashkan Mokhtarian,13,3,167.64,56.7,170.18,Southpaw,39,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0
Mike Massenzio,13,9,187.96,83.91,185.42,Southpaw,41,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
Tom Egan,7,5,180.34,77.11,None,Orthodox,None,0,0,3.91,0.5,0,0,0.28,0
Lucas Rocha,17,2,160.02,56.7,162.56,Orthodox,24,2,0.44,4.48,0.39,0,0,0.61,0
Mike King,5,1,190.5,83.91,None,,41,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5
Muin Gafurov,19,6,170.18,61.23,172.72,Southpaw,28,3.03,0.47,2.25,0.5,1.95,0.27,0.68,0
Juan Espino,11,2,190.5,115.67,203.2,Orthodox,44,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4
Duda Santana,3,1,170.18,65.77,185.42,Orthodox,28,6.01,0.39,2.72,0.73,6.44,0.6,0,0
Josh Rafferty,9,8,182.88,77.11,None,Orthodox,43,0.6,0.33,3.6,0.5,0,0,0,9
Ron Stallings,14,8,187.96,77.11,190.5,Southpaw,41,3.22,0.6,3.26,0.51,0,0,0.71,0
Darrell Horcher,13,4,177.8,70.31,177.8,Southpaw,37,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7
Timmy Cuamba,8,3,175.26,65.77,180.34,Orthodox,25,3,0.4,4.38,0.6,1,0.27,0.71,0
Julija Stoliarenko,11,9,170.18,56.7,167.64,Orthodox,31,2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7
Andre Lima,10,0,170.18,56.7,170.18,Orthodox,25,3.03,0.55,2.48,0.57,1.13,0.66,0.73,1.1
Marcelo Golm,6,3,190.5,112.94,190.5,Orthodox,32,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5
James Zikic,21,10,187.96,92.99,None,Orthodox,47,1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5
Pat Miletich,29,7,177.8,77.11,None,Orthodox,56,1.79,0.45,1.66,0.63,1.96,1,0.54,1
Chris Indich,6,4,177.8,77.11,None,,37,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5
Lucie Pudilova,14,10,172.72,56.7,170.18,Orthodox,30,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6
Wes Albritton,0,1,177.8,85.28,None,Orthodox,None,0,0,0,0,0,0,0,0
Markus Perez,12,5,185.42,83.91,185.42,Orthodox,36,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1
George Roop,15,13,185.42,61.23,182.88,Orthodox,42,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
Ian Heinisch,14,5,180.34,83.91,182.88,Orthodox,36,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7
Caolan Loughran,9,2,167.64,61.23,172.72,Orthodox,28,5.64,0.43,5.62,0.54,2,0.26,1,0
Ricky Turcios,13,4,175.26,61.23,180.34,Orthodox,31,4.63,0.37,3.34,0.55,0.89,0.25,0.45,0.5
John Gunther,5,1,175.26,70.31,182.88,Orthodox,38,1.65,0.37,3.72,0.46,7.08,0.42,0,0
Eduarda Moura,10,1,167.64,56.7,167.64,Orthodox,30,3.09,0.57,2.1,0.51,5.15,0.3,1,0.6
Aliaskhab Khizriev,14,0,175.26,83.91,187.96,Southpaw,34,6.01,0.64,4.38,0.61,5.64,0.6,1,3.8
Ken Stone,11,4,172.72,61.23,180.34,Southpaw,42,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
Islam Makhachev,26,1,177.8,70.31,177.8,Southpaw,32,2.65,0.59,1.54,0.61,3.19,0.53,0.9,1.1
Bruna Brasil,10,4,167.64,52.16,165.1,Orthodox,31,2.94,0.61,3.49,0.5,1.93,0.72,0.59,0
Cole Williams,11,3,182.88,77.11,185.42,Orthodox,40,0.31,0.27,5.34,0.23,0,0,0.25,0
Neil Seery,16,13,162.56,56.7,162.56,Orthodox,45,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
Al Iaquinta,14,7,177.8,70.31,177.8,Orthodox,37,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2
Steve Nelmark,2,1,182.88,108.86,None,Orthodox,None,0,0,0,0,0,0,0,0
Dylan Andrews,18,7,185.42,83.91,187.96,Switch,44,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4
Diego Sanchez,31,13,177.8,77.11,182.88,Southpaw,42,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Damian Stasiak,10,6,165.1,61.23,177.8,Orthodox,34,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
Magomed Ankalaev,19,1,190.5,92.99,190.5,Orthodox,32,3.64,0.53,2.25,0.59,1.02,0.31,0.86,0
Mike Rodriguez,11,7,193.04,92.99,208.28,Southpaw,35,4.35,0.53,4.24,0.41,0,0,0.37,0
Paul Rodriguez,10,9,170.18,70.31,None,Orthodox,None,0.84,1,1.68,0.68,0,0,0.5,0
Eric Schafer,14,8,190.5,83.91,193.04,Orthodox,47,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
Kyung Ho Kang,19,11,175.26,61.23,185.42,Orthodox,37,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8
Hannah Cifers,10,7,154.94,52.16,157.48,Orthodox,32,4.99,0.44,5.39,0.52,0.26,1,0.64,0.3
Jocelyn Jones-Lybarger,6,4,170.18,52.16,162.56,Orthodox,39,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0
Michel Prazeres,26,4,167.64,77.11,170.18,Orthodox,43,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6
Milana Dudieva,11,6,160.02,61.23,None,Orthodox,35,0.87,0.31,3.43,0.58,2.34,0.45,0,0
Trey Waters,9,1,195.58,77.11,195.58,Orthodox,29,6.43,0.44,5.61,0.56,0.44,0.33,0.85,0.9
Cortney Casey,10,10,170.18,56.7,170.18,Orthodox,37,4.29,0.39,4,0.55,0.39,0.31,0.39,0.5
Ernest Chavez,10,2,172.72,65.77,177.8,Orthodox,41,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0
Rodney Wallace,26,15,175.26,92.99,182.88,Switch,42,1.13,0.46,3.44,0.45,6,0.54,0.28,1
Saidyokub Kakhramonov,10,3,172.72,61.23,175.26,Orthodox,28,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9
Chico Camus,17,7,167.64,56.7,167.64,Orthodox,39,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
Dan Henderson,32,15,180.34,83.91,187.96,Orthodox,54,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3
Sam Adkins,7,20,190.5,102.06,None,Orthodox,59,0,0,0,0,0,0,0,0
Jose Torres,8,1,162.56,56.7,165.1,Orthodox,32,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0
Chris Fishgold,18,4,172.72,65.77,172.72,Orthodox,32,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3
ChangHo Lee,10,1,172.72,61.23,175.26,Orthodox,30,4.9,0.7,2.65,0.37,3.24,0.3,0.38,0
