name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Dustin Ortiz,19,8,165.1,56.7,165.1,Orthodox,35,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1
Thomas Ramirez,0,1,185.42,185.97,None,Sideways,None,0,0,0,0,0,0,0,0
Leonardo Guimaraes,11,5,182.88,83.91,None,Orthodox,42,2.35,0.56,2.99,0.44,0,0,0.52,1
Scott Bessac,4,6,193.04,111.13,None,,None,0,0,0,0,0,0,0,0
Sijara Eubanks,8,7,162.56,56.7,170.18,Orthodox,39,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3
King Green,32,16,177.8,70.31,180.34,Orthodox,38,6.43,0.53,3.73,0.62,1.23,0.39,0.74,0.3
Hunter Azure,9,2,172.72,65.77,175.26,Orthodox,32,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3
Joaquim Silva,13,6,172.72,70.31,175.26,Southpaw,35,3.66,0.43,4.53,0.53,0.39,0.5,0.69,0.8
Daniel Rodriguez,18,5,185.42,77.11,187.96,Southpaw,37,7.5,0.49,5.47,0.58,0.59,0.54,0.57,0.1
Hannah Goldy,6,4,162.56,52.16,154.94,Orthodox,32,5.19,0.47,4.67,0.5,0.66,0.12,0.54,0.2
Frankie Perez,10,4,180.34,70.31,185.42,Orthodox,35,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3
Alex Stiebling,19,11,187.96,92.99,None,Southpaw,None,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7
Brendan Schaub,10,5,193.04,111.13,198.12,Orthodox,41,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4
Rashad Evans,19,8,182.88,92.99,190.5,Orthodox,45,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0
Colby Covington,17,4,180.34,77.11,182.88,Orthodox,36,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2
CJ Keith,8,4,182.88,70.31,None,Orthodox,38,0.86,0.5,1.82,0.5,0,0,0.62,0
Dakota Bush,8,4,177.8,70.31,185.42,Orthodox,30,2.77,0.38,4.42,0.41,2.4,0.33,0,0
David Levicki,1,3,195.58,124.74,None,,None,0,0,0,0,0,0,0,0
Pete Sell,10,7,180.34,77.11,190.5,Orthodox,42,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
Askar Mozharov,19,13,190.5,92.99,187.96,Orthodox,29,0.43,0.18,4.07,0.13,0,0,0.33,0
Ode Osbourne,12,8,170.18,56.7,185.42,Southpaw,32,3.26,0.4,4.01,0.45,1.21,0.28,0.63,0.6
Mike Guymon,15,6,182.88,77.11,187.96,Orthodox,50,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
Montserrat Conejo Ruiz,10,4,152.4,52.16,154.94,Southpaw,31,0.79,0.27,4.96,0.37,2.05,0.83,0.33,0.8
Andre Petroski,12,4,182.88,83.91,185.42,Switch,33,2.77,0.5,2.46,0.52,3.91,0.56,0.8,1.7
Ben Earwood,12,3,172.72,77.11,None,Orthodox,None,0.5,0.55,0.2,0.33,3,1,0,0
Estevan Payan,16,12,177.8,65.77,None,Orthodox,42,4.25,0.42,3.58,0.57,0.36,1,0.6,0.4
Braxton Smith,5,2,180.34,116.57,182.88,Orthodox,34,6.46,0.48,11.54,0.32,0,0,1,0
Joe Proctor,11,5,177.8,70.31,182.88,Orthodox,39,3.39,0.36,3.93,0.59,0,0,0.7,1.8
Jay Perrin,10,7,170.18,61.23,170.18,Switch,31,3.71,0.46,3.9,0.44,2.83,0.52,0.58,0
Luan Chagas,15,3,182.88,77.11,190.5,Orthodox,31,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3
Francis Ngannou,17,3,193.04,113.4,210.82,Orthodox,38,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
Cheyanne Vlismas,7,3,160.02,52.16,160.02,Switch,29,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2
Melissa Martinez,7,1,157.48,52.16,167.64,Southpaw,27,3,0.57,2.53,0.45,1,0.5,0,0
Mara Romero Borella,12,9,167.64,56.7,175.26,Orthodox,38,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
Isaac Dulgarian,7,1,170.18,65.77,180.34,Orthodox,28,3.37,0.64,1.82,0.41,5.15,0.52,0,2.1
Matt Sayles,8,4,170.18,70.31,172.72,Orthodox,30,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7
Paul Bradley,23,8,175.26,77.11,None,Orthodox,41,2.26,0.32,4.13,0.56,1.12,0.16,1,0
Jake Shields,31,9,182.88,77.11,182.88,Orthodox,45,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2
Caio Magalhaes,10,3,185.42,83.91,185.42,Orthodox,36,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
Joe Riggs,44,17,182.88,83.91,177.8,Southpaw,42,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
Yoislandy Izquierdo,10,4,180.34,70.31,None,Southpaw,40,2.93,0.52,1.4,0.26,0,0,0.5,0
Norifumi Yamamoto,18,6,162.56,61.23,167.64,Southpaw,47,2.09,0.45,2.01,0.57,0.41,0.22,0.45,0
Rosi Sexton,13,5,160.02,61.23,None,Orthodox,47,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0
Mac Danzig,21,12,172.72,70.31,177.8,Orthodox,44,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6
Damir Ismagulov,24,3,177.8,70.31,187.96,Orthodox,33,3.36,0.42,2.44,0.61,1,0.28,0.7,0
Jason Gonzalez,11,5,187.96,70.31,187.96,Southpaw,34,3.06,0.39,3.13,0.58,0,0,0.3,1
John Lewis,3,4,182.88,70.31,None,Southpaw,None,0,0,4,0.66,0,0,0,0
Xiao Long,26,8,172.72,61.23,177.8,Orthodox,26,4.98,0.52,4.02,0.48,1,0.3,0.78,0
Juliana Lima,9,5,165.1,52.16,165.1,Orthodox,42,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0
Kazushi Sakuraba,26,17,182.88,83.91,None,Southpaw,55,1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7
Vinc Pichel,14,4,177.8,70.31,182.88,Orthodox,41,3.62,0.46,3.05,0.55,2.78,0.54,0.25,0.2
Alexander Gustafsson,18,8,195.58,92.99,200.66,Orthodox,37,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4
Steven Graham,2,1,185.42,131.54,None,Orthodox,None,0,0,0,0,0,0,0,0
Charalampos Grigoriou,8,5,170.18,61.23,170.18,Orthodox,32,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0
Ricky Glenn,22,9,182.88,77.11,177.8,Southpaw,35,3.79,0.42,4.3,0.51,0.72,0.13,0.69,0.4
Nordine Taleb,15,7,185.42,77.11,187.96,Orthodox,43,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0
Jake Matthews,20,7,180.34,77.11,185.42,Orthodox,30,3.38,0.44,2.54,0.61,1.56,0.41,0.64,0.6
Dustin Poirier,30,9,175.26,70.31,182.88,Southpaw,35,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3
Crafton Wallace,18,6,182.88,83.91,None,Orthodox,48,1.55,0.44,2.36,0.47,0,0,0.42,0
Zach Makovsky,20,8,162.56,56.7,162.56,Southpaw,41,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
James Hammortree,6,3,190.5,83.91,None,Orthodox,40,1.93,0.3,4.13,0.44,2,0.5,1,1
Denis Kang,35,16,180.34,83.91,195.58,Orthodox,47,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2
Terrance McKinney,15,7,177.8,70.31,185.42,Switch,30,4.53,0.5,2.63,0.45,3.45,0.36,0.85,1
Michel Quinones,8,3,177.8,70.31,185.42,Orthodox,39,2.91,0.29,5.98,0.48,0,0,0.36,0
Fabio Maldonado,23,11,185.42,92.99,190.5,Orthodox,44,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
Bruno Souza,10,3,177.8,65.77,177.8,Orthodox,28,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0
Steven Koslow,6,1,170.18,56.7,175.26,Switch,27,0.77,0.37,3.73,0.4,5.28,0.55,0,1.1
Danielle Taylor,9,4,152.4,52.16,152.4,Orthodox,34,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
Jordan Vucenic,13,3,177.8,70.31,185.42,Orthodox,28,2.27,0.4,2,0.55,0,0,0.75,0
Alvaro Herrera Mendoza,9,6,182.88,70.31,187.96,Orthodox,34,1.89,0.38,3.4,0.55,0,0,0.33,1.1
Vernon Ramos Ho,3,1,167.64,77.11,None,Orthodox,32,4,0.25,8,0.55,0,0,0,0
Clifford Starks,13,3,182.88,83.91,198.12,Orthodox,43,1.94,0.33,2.49,0.58,1.94,1,0.6,0
Ashley Yoder,8,9,170.18,52.16,175.26,Southpaw,36,3.42,0.39,4.13,0.47,1.09,0.27,0.66,0.6
Mike Wilkinson,9,4,170.18,65.77,167.64,Orthodox,37,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9
Shane del Rosario,11,2,193.04,113.4,None,Southpaw,41,3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4
Akihiro Gono,35,21,170.18,77.11,172.72,Switch,50,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5
Filip Pejic,12,2,172.72,61.23,None,Orthodox,32,0,0,0.88,0.33,0,0,0,0
Tom Murphy,8,0,187.96,102.97,None,Southpaw,49,2.5,0.71,0.17,0.84,7.51,0.85,0,2.5
Enrique Marin,10,4,177.8,77.11,None,,38,1.43,0.33,3,0.5,2.5,0.38,0.6,1
Rayanne dos Santos,14,8,157.48,52.16,157.48,Orthodox,29,4.36,0.43,5.2,0.61,0.33,0.12,0.88,0
Sabina Mazo,9,4,170.18,56.7,177.8,Orthodox,27,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Nurullo Aliev,9,0,177.8,70.31,182.88,Orthodox,23,2.5,0.51,0.46,0.59,3.06,0.44,0,0
Zhang Mingyang,17,6,187.96,92.99,190.5,Orthodox,26,9.23,0.57,6.39,0.57,0,0,0,0
Dhiego Lima,17,9,187.96,77.11,190.5,Orthodox,35,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
Ian Loveland,18,10,172.72,65.77,None,Orthodox,41,2.71,0.4,2.36,0.64,1,0.37,0.69,0.3
Adriano Martins,28,9,177.8,70.31,182.88,Southpaw,41,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4
Robbie Lawler,30,16,180.34,77.11,187.96,Southpaw,42,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0
Nick Diaz,26,10,185.42,77.11,193.04,Southpaw,41,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1
Lando Vannata,12,7,175.26,70.31,180.34,Orthodox,32,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3
Tom Aspinall,15,3,195.58,116.12,198.12,Orthodox,31,8.07,0.67,2.89,0.65,3.27,1,1,1.6
Manon Fiorot,12,1,170.18,56.7,165.1,Orthodox,34,6.26,0.41,3.77,0.68,1.17,0.42,0.93,0
Tabatha Ricci,11,2,154.94,52.16,154.94,Orthodox,29,4.63,0.38,5.3,0.58,2.99,0.38,0.81,0.1
Viacheslav Borshchev,8,4,180.34,70.31,175.26,Orthodox,32,5.4,0.53,4.8,0.56,0,0,0.35,0
Esteban Ribovics,14,1,177.8,70.31,175.26,Orthodox,28,7.53,0.48,4.95,0.57,0.64,0.66,0.61,0.3
Matt Mitrione,12,5,190.5,120.2,208.28,Switch,46,3.55,0.5,2.79,0.64,0,0,0.55,0.7
Josh Culibao,11,4,177.8,65.77,185.42,Orthodox,30,3.41,0.44,3.04,0.59,0,0,0.65,0.3
Juan Manuel Puig,11,4,175.26,65.77,None,Orthodox,35,4.91,0.23,7.17,0.51,0,0,0,0
Claudio Puelles,13,4,177.8,70.31,182.88,Southpaw,28,1.56,0.49,2.78,0.46,3.17,0.36,0.6,1.2
Darren Elkins,28,11,177.8,65.77,180.34,Orthodox,40,3.44,0.38,3.27,0.52,2.85,0.35,0.56,1.1
Rachael Ostovich,4,6,160.02,56.7,157.48,Orthodox,33,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8
Antonio Braga Neto,9,3,190.5,83.91,195.58,Orthodox,36,1.36,0.33,3.92,0.45,3.07,0.37,0,0.5
Jesse Sanders,23,7,182.88,77.11,None,Orthodox,None,0,0,6.45,0.35,0,0,0.5,0
Cody Stamann,21,7,167.64,61.23,162.56,Orthodox,34,4.35,0.47,3.89,0.6,2.22,0.37,0.76,0
Mike Whitehead,27,8,185.42,92.99,None,Orthodox,43,1.62,0.33,2.36,0.59,3.59,0.43,0.77,0.3
Luigi Fioravanti,26,15,172.72,77.11,177.8,Orthodox,43,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
Alberta Cerra Leon,0,1,172.72,107.95,None,,None,0,0,0,0,0,0,0,0
Peter Barrett,11,5,177.8,65.77,185.42,Southpaw,38,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0
Anderson Silva,34,11,187.96,83.91,195.58,Southpaw,49,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
Falaniko Vitale,30,11,177.8,83.91,None,Orthodox,50,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0
Jon Manley,9,4,185.42,77.11,None,Orthodox,38,1.13,0.2,4.33,0.45,1,0.07,0.2,0
Ricardo Almeida,13,5,182.88,77.11,187.96,Orthodox,47,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2
Yan Xiaonan,18,4,165.1,52.16,160.02,Orthodox,35,4.97,0.44,3.66,0.58,1,0.73,0.62,0
Bryan Caraway,21,9,172.72,61.23,172.72,Orthodox,40,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8
Isaac Vallie-Flagg,16,7,172.72,70.31,177.8,Orthodox,46,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0
Damon Jackson,23,7,180.34,70.31,180.34,Switch,36,2.9,0.42,3.47,0.48,2.34,0.34,0.37,1.2
Jai Herbert,13,5,185.42,70.31,195.58,Orthodox,36,3.16,0.42,3.37,0.52,0.5,0.23,0.59,0
Rafael Natal,21,9,182.88,83.91,195.58,Orthodox,41,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
Sarah Frota,9,2,167.64,56.7,175.26,Southpaw,37,4.52,0.52,2.57,0.55,0,0,0.53,0
Mark Bocek,12,5,172.72,70.31,190.5,Orthodox,42,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
Anthony Christodoulou,12,7,175.26,70.31,None,Orthodox,37,2.19,0.26,5.9,0.45,0,0,0.4,0
Priscila Cachoeira,12,6,170.18,56.7,165.1,Orthodox,36,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0
James Krause,28,9,187.96,77.11,185.42,Orthodox,38,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9
Jessica Penne,14,8,165.1,52.16,170.18,Orthodox,41,2.52,0.31,4.75,0.46,1.32,0.21,0.36,0.6
Patrick Cummins,10,7,187.96,92.99,193.04,Orthodox,43,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1
Houston Dorr,1,2,185.42,95.25,None,Orthodox,None,0,0,0,0,0,0,0,0
Tyler Diamond,9,1,170.18,65.77,175.26,Orthodox,33,3.4,0.47,2.53,0.44,3,0.75,0.7,0
AJ Dobson,7,3,185.42,83.91,193.04,Orthodox,32,4.29,0.46,5.31,0.46,1.67,0.75,0.65,0.3
Ray Wizard,0,1,185.42,83.91,None,,None,0,0,0,0,0,0,0,0
Jack Hermansson,24,8,185.42,83.91,195.58,Orthodox,36,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4
Li Jingliang,19,9,182.88,77.11,180.34,Orthodox,36,4.46,0.42,3.95,0.56,1.19,0.41,0.6,0
Hyun Gyu Lim,13,7,190.5,77.11,195.58,Orthodox,39,4.45,0.41,5.07,0.51,0.23,1,0.73,0.2
Sara McMann,13,6,167.64,61.23,167.64,Orthodox,44,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
Jared Hamman,14,6,190.5,83.91,190.5,Orthodox,42,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0
Curtis Stout,11,12,185.42,83.91,None,Southpaw,50,0.69,0.67,3.2,0.29,0,0,0.2,0
Eddie Wineland,24,16,170.18,61.23,175.26,Orthodox,40,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1
Mandy Bohm,8,2,170.18,56.7,180.34,Orthodox,35,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7
Tuco Tokkos,10,4,193.04,92.99,193.04,Orthodox,34,3.26,0.43,4.57,0.45,1.96,1,0.33,0
Jonathan Wiezorek,11,2,190.5,113.4,None,Southpaw,46,1.27,0.58,5.47,0.31,1.91,0.2,0,0
Sheila Gaff,9,7,165.1,61.23,None,Orthodox,34,1.6,0.5,2.89,0.28,0,0,0.2,0
Joe Duffy,16,5,177.8,70.31,185.42,Orthodox,36,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7
Tom Niinimaki,22,8,175.26,65.77,175.26,Orthodox,42,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
Erik Perez,17,6,172.72,61.23,172.72,Orthodox,34,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2
Josh Stansbury,4,8,187.96,92.99,187.96,Orthodox,39,3.22,0.54,3.54,0.54,0,0,0.87,1
Irina Alekseeva,5,2,172.72,61.23,170.18,Orthodox,34,3.84,0.43,3.55,0.48,0.87,0.2,1,0.9
Vitor Miranda,12,5,185.42,83.91,195.58,Orthodox,45,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
Jake Lindsey,12,7,180.34,70.31,None,Switch,38,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0
Cyril Asker,9,4,182.88,112.04,187.96,Orthodox,38,3.35,0.39,5.82,0.35,4.41,0.62,1,0.9
Kazula Vargas,12,5,172.72,70.31,180.34,Southpaw,39,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4
Geza Kalman,4,9,185.42,90.72,None,,None,0,0,0,0,0,0,0,0
Yao Zhikui,2,4,165.1,56.7,162.56,Orthodox,33,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0
Minoki Ichihara,0,1,170.18,80.74,None,Orthodox,None,0,0,0,0,0,0,0,0
Jordan Mein,31,12,182.88,77.11,185.42,Orthodox,35,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
Eddie Yagin,16,7,170.18,65.77,None,Orthodox,45,3.13,0.3,5.77,0.42,0,0,0.62,1
Viktoriia Dudakova,8,1,165.1,52.16,170.18,Orthodox,25,3.45,0.48,3.77,0.49,2.63,0.36,0.5,0
Danny Roberts,18,8,185.42,77.11,187.96,Southpaw,37,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2
Uriah Hall,18,11,182.88,83.91,200.66,Orthodox,40,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1
Rob Broughton,16,7,187.96,120.2,187.96,Orthodox,41,2.83,0.6,2.54,0.51,0,0,0.26,3.2
Joe Slick,16,5,182.88,90.26,None,Orthodox,47,0,0,0,0,0,0,0,0
Callan Potter,18,9,182.88,77.11,182.88,Orthodox,40,3.18,0.5,4.72,0.58,3.29,0.66,1,0
Alessandro Costa,14,4,162.56,56.7,170.18,Orthodox,28,4.14,0.47,3.5,0.57,0.27,0.12,0.9,0
Abdul Razak Alhassan,12,6,177.8,83.91,185.42,Orthodox,39,3.62,0.49,3.97,0.55,0.88,0.38,0.51,0.2
Mallory Martin,7,5,162.56,52.16,160.02,Orthodox,30,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
Gleison Tibau,33,14,177.8,70.31,180.34,Southpaw,41,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
Kyoji Horiguchi,19,2,165.1,56.7,167.64,Orthodox,34,3.6,0.45,2.45,0.62,2,0.44,0.55,0
Jesus Pinedo,16,5,177.8,70.31,None,Southpaw,28,3.23,0.38,4.37,0.52,2.5,1,1,0
Zac Pauga,7,3,187.96,92.99,193.04,Orthodox,36,4.46,0.62,2.73,0.58,0.38,0.07,1,0
Mike Swick,15,6,185.42,77.11,195.58,Orthodox,45,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
Darrill Schoonover,14,8,187.96,99.79,None,Orthodox,39,1.2,0.33,4.35,0.38,0,0,0.5,1.1
Kenny Robertson,15,5,177.8,77.11,187.96,Orthodox,40,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8
Thibault Gouti,12,5,177.8,70.31,182.88,Orthodox,37,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3
Jamie Pickett,13,11,187.96,83.91,203.2,Orthodox,36,2.65,0.47,3.62,0.5,1.26,0.4,0.67,0.1
Sean Daugherty,0,2,182.88,79.38,None,,48,0,0,0,0,0,0,0,0
Alex Schoenauer,15,10,190.5,83.91,None,Orthodox,48,1.22,0.4,2.27,0.42,0,0,0.22,4.9
Tim Kennedy,18,6,180.34,83.91,187.96,Orthodox,45,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7
Raphael Pessoa,10,2,190.5,118.84,198.12,Orthodox,35,2.16,0.26,3.43,0.42,0,0,1,0
Anthony Torres,5,3,172.72,77.11,None,Orthodox,46,3.54,0.48,7.52,0.45,0,0,1,2.2
Johnny Eduardo,28,13,170.18,61.23,180.34,Orthodox,46,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4
Gokhan Saki,1,2,182.88,92.99,185.42,Orthodox,40,7.09,0.58,4.57,0.53,0,0,1,0
Chan Sung Jung,17,8,170.18,65.77,182.88,Orthodox,37,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6
Edward Faaloloto,2,5,170.18,70.31,177.8,Orthodox,40,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0
Michael Trizano,11,3,180.34,65.77,180.34,Orthodox,32,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5
Reginaldo Vieira,13,5,170.18,61.23,165.1,Orthodox,41,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8
John Lober,5,9,180.34,90.26,None,Orthodox,56,0,0,0,0,0,0,0,0
Oleg Taktarov,17,5,182.88,95.25,None,Orthodox,57,0,0,0,0,0,0,0,0
Timothy Johnson,12,4,190.5,120.2,195.58,Southpaw,39,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0
Cory Walmsley,8,2,182.88,92.99,None,Orthodox,None,0.79,1,1.18,0.5,0,0,0,0
Brendan Allen,24,6,187.96,83.91,190.5,Orthodox,28,3.79,0.53,3.83,0.46,1.67,0.39,0.58,1.3
Edgar Garcia,14,5,177.8,77.11,180.34,Orthodox,40,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6
John Dodson,22,12,160.02,61.23,167.64,Orthodox,40,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0
Michael McDonald,17,4,175.26,61.23,177.8,Orthodox,33,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Cristian Quinonez,18,5,172.72,61.23,177.8,Orthodox,28,4.19,0.4,4.55,0.55,1.37,0.37,0.84,0
Hector Aldana,4,3,180.34,77.11,182.88,Orthodox,36,3.59,0.38,5.08,0.59,0.93,1,0,0
Jackie Lee,0,1,180.34,77.11,None,,None,0,0,0,0,0,0,0,0
Eduardo Garagorri,13,2,175.26,65.77,177.8,Orthodox,35,3.42,0.51,2.36,0.58,0.48,1,0.61,0
Laverne Clark,27,21,180.34,77.11,None,Orthodox,50,0,0,0,0,0,0,0,0
Nick Osipczak,6,3,187.96,77.11,193.04,Orthodox,39,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1
Shane Campbell,14,6,182.88,70.31,180.34,Orthodox,37,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0
Joe Merritt,7,2,182.88,77.11,None,Orthodox,40,1.53,0.58,0.73,0.66,0,0,0.68,0
Justin Lawrence,10,4,172.72,65.77,170.18,Orthodox,34,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0
Christian Colombo,8,3,195.58,120.2,None,Orthodox,44,2.76,0.44,4.02,0.42,0,0,0.33,0
Mick Parkin,10,0,193.04,120.2,200.66,Orthodox,29,4.91,0.52,4.15,0.58,1.49,0.41,0.5,0.3
TJ Grant,21,5,177.8,70.31,182.88,Orthodox,40,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6
Claude Patrick,14,2,180.34,77.11,190.5,Orthodox,44,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7
Josh Sampo,11,5,162.56,56.7,162.56,Orthodox,40,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1
Chris Liguori,15,10,175.26,83.91,None,Orthodox,None,0.29,0.33,1.44,0,0,0,0.5,0
Mark Holst,12,6,182.88,70.31,None,Orthodox,39,0.25,0.19,1.67,0.47,0.76,1,0.6,2.3
Gerry Harris,1,4,203.2,122.47,None,Orthodox,None,0,0,0,0,0,0,0,0
Rafael Fiziev,12,3,172.72,70.31,180.34,Switch,31,4.9,0.51,4.97,0.49,0.29,0.4,0.89,0
Yoji Anjo,0,5,180.34,92.99,None,Orthodox,57,0,0,3.13,0.25,0,0,0,0
Darrel Gholar,5,6,172.72,88,None,Orthodox,None,0,0,0,0,0,0,0,0
Jesus Aguilar,11,2,162.56,56.7,157.48,Orthodox,28,1.46,0.51,1.26,0.58,1.75,0.33,0.36,1.8
Paulo Costa,14,4,185.42,83.91,182.88,Orthodox,33,6.22,0.58,6.56,0.49,0.36,0.75,0.8,0
Tyson Griffin,16,8,167.64,65.77,172.72,Orthodox,40,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9
Anying Wang,2,1,182.88,77.11,None,Orthodox,33,1.32,0.26,1.63,0.44,0,0,0.33,0
Horacio Gutierrez,4,3,177.8,65.77,None,,34,0.86,0.26,2.91,0.46,0,0,0.5,0
Thiago Tavares,21,7,170.18,65.77,177.8,Orthodox,39,2,0.4,2.31,0.62,3.83,0.42,0.62,1.5
Jean Silva,14,2,170.18,65.77,175.26,Orthodox,27,5.37,0.52,4.43,0.57,0.81,0.5,0.8,0
Gabriel Benitez,23,13,172.72,70.31,180.34,Southpaw,36,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9
Derrick Lewis,28,12,190.5,117.93,200.66,Orthodox,39,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0
Jon Tuck,10,5,180.34,70.31,185.42,Orthodox,40,3,0.4,3.74,0.6,0.42,0.33,0.5,1
Rick Davis,3,1,175.26,70.31,None,Orthodox,None,3.09,0.5,6.19,0.64,0,0,0,0
Fred Ettish,1,1,182.88,81.65,None,Southpaw,None,0,0,0,0,0,0,0,0
Will Campuzano,14,6,175.26,56.7,177.8,Orthodox,38,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2
Ketlen Vieira,14,4,172.72,61.23,172.72,Orthodox,33,2.92,0.41,3.9,0.51,1.39,0.44,0.88,0.6
TJ O'Brien,20,8,187.96,70.31,None,Orthodox,37,3.77,0.46,4.78,0.57,0.94,1,0,0
Gilbert Melendez,22,8,175.26,65.77,185.42,Orthodox,42,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
Matt Schnell,16,9,172.72,56.7,177.8,Orthodox,34,4.39,0.39,4.64,0.55,0.56,0.4,0.5,1
Tor Troeng,16,7,187.96,83.91,None,Orthodox,41,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
Matt Veach,17,5,180.34,70.31,None,Orthodox,43,1.12,0.28,4.91,0.44,3.64,0.38,1,1.5
