name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Adrian Yanez,17,6,170.18,61.23,177.8,Orthodox,31,6.23,0.41,5.75,0.54,0.0,0.0,0.81,0.0
Cameron VanCamp,15,7,187.96,70.31,187.96,Switch,31,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0
Hans Stringer,22,8,190.5,92.99,None,Orthodox,37,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0
Ryan Roberts,21,12,167.64,70.31,None,Orthodox,46,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0
Michael Bisping,30,9,185.42,83.91,190.5,Orthodox,46,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
James Mulheron,11,2,177.8,110.22,185.42,Orthodox,37,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0
Pat Healy,34,23,182.88,70.31,182.88,Orthodox,41,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
Adlan Amagov,14,2,187.96,77.11,193.04,Orthodox,38,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0
David Mitchell,22,7,182.88,77.11,190.5,Orthodox,45,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0
Tony Ferguson,26,11,180.34,77.11,193.04,Orthodox,41,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9
Randy Couture,19,11,185.42,92.99,190.5,Orthodox,61,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
Jessica Eye,15,11,167.64,56.7,167.64,Orthodox,38,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5
Tim Kennedy,18,6,180.34,83.91,187.96,Orthodox,45,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7
James Bochnovic,8,3,193.04,92.99,205.74,Orthodox,36,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
Austin Lingo,9,3,177.8,65.77,177.8,Orthodox,30,3.86,0.37,4.86,0.57,0.43,0.66,0.75,0.0
Frank Mir,18,11,190.5,119.75,200.66,Southpaw,45,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0
Ramazan Temirov,19,3,162.56,56.7,160.02,Orthodox,28,4.37,0.4,3.93,0.59,0.84,0.5,1.0,0.0
Erick Gonzalez,14,8,180.34,70.31,190.5,Orthodox,33,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0
Patrick Cote,23,11,180.34,77.11,190.5,Orthodox,45,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2
Cain Carrizosa,10,3,172.72,70.31,None,Orthodox,38,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0
Josh Fremd,11,6,193.04,83.91,193.04,Orthodox,31,2.52,0.44,2.23,0.47,0.66,0.25,0.3,1.1
Bob Gilstrap,5,7,190.5,90.72,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Ige,18,9,170.18,65.77,180.34,Orthodox,33,3.66,0.45,3.5,0.56,0.99,0.26,0.57,0.2
Luis Henrique,10,5,187.96,110.22,187.96,Orthodox,31,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0
Scott Jorgensen,15,12,165.1,61.23,167.64,Orthodox,42,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7
Mark Hughes,6,2,175.26,92.99,None,Southpaw,51,0.9,0.47,0.4,0.42,3.0,0.5,0.0,4.5
TJ Dillashaw,18,5,167.64,61.23,170.18,Orthodox,39,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8
Todd Duffee,9,3,190.5,117.93,198.12,Orthodox,39,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0
Luiz Cane,17,7,187.96,83.91,195.58,Southpaw,43,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3
Leonardo Morales,6,2,172.72,61.23,None,Southpaw,32,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0
Tucker Lutz,12,4,172.72,65.77,182.88,Orthodox,30,3.74,0.46,3.25,0.44,1.99,0.44,0.69,0.2
Jordan Vucenic,13,4,177.8,70.31,185.42,Orthodox,29,2.11,0.45,1.9,0.58,0.63,0.14,0.44,0.0
Spike Carlyle,9,3,172.72,65.77,180.34,Switch,31,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5
Tonya Evinger,19,8,170.18,61.23,177.8,Orthodox,43,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9
Daniel Omielanczuk,19,8,182.88,112.04,187.96,Southpaw,42,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1
Onassis Parungao,2,1,180.34,90.72,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Kongo,27,10,193.04,108.86,208.28,Orthodox,49,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2
Kevin Randleman,17,16,177.8,92.99,None,Orthodox,53,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8
Wilson Gouveia,14,8,185.42,83.91,193.04,Orthodox,46,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2
Paul Redmond,12,7,177.8,65.77,None,Orthodox,38,0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0
Alex Reyes,13,5,180.34,70.31,185.42,Orthodox,38,4.46,0.46,6.92,0.48,1.5,0.28,0.0,0.0
Victor Henry,24,7,170.18,61.23,172.72,Switch,37,7.66,0.53,5.48,0.47,0.84,0.36,0.84,0.4
Roy Nelson,22,14,182.88,119.29,185.42,Orthodox,48,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
Eddie Sanchez,15,8,187.96,104.33,187.96,Orthodox,42,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0
Fabio Cherant,7,4,185.42,92.99,187.96,Southpaw,30,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0
Adrian Serrano,56,29,172.72,77.11,None,,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joby Sanchez,11,4,167.64,61.23,172.72,Orthodox,33,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4
Marcin Prachnio,17,8,190.5,92.99,187.96,Orthodox,36,5.57,0.54,3.24,0.54,0.15,0.2,0.53,0.0
Jeremy Stephens,28,19,175.26,65.77,180.34,Orthodox,38,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
Volkan Oezdemir,20,8,187.96,92.99,190.5,Orthodox,35,4.95,0.48,4.22,0.55,0.5,0.29,0.8,0.1
Tim Credeur,12,4,190.5,83.91,190.5,Orthodox,47,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3
John Moraga,19,7,167.64,56.7,167.64,Orthodox,41,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1
Chris Dempsey,11,5,177.8,83.91,182.88,Orthodox,37,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0
Mike Russow,15,3,185.42,115.67,185.42,Orthodox,48,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7
Dave Strasser,25,8,177.8,77.11,None,Orthodox,55,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0
Vanessa Demopoulos,11,6,157.48,52.16,149.86,Orthodox,36,3.87,0.41,5.53,0.41,0.41,0.11,0.27,0.5
Tafon Nchukwi,6,4,182.88,83.91,195.58,Orthodox,30,5.57,0.52,4.11,0.54,0.76,0.57,0.64,0.0
Takanori Gomi,35,14,170.18,70.31,177.8,Southpaw,46,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8
Stewart Nicoll,8,1,165.1,56.7,165.1,Orthodox,30,3.02,0.47,1.13,0.4,5.66,1.0,0.0,0.0
Montserrat Rendon,6,1,172.72,61.23,172.72,Orthodox,36,3.13,0.28,3.9,0.54,3.0,0.54,1.0,0.0
Kyler Phillips,12,3,172.72,61.23,182.88,Orthodox,29,5.28,0.44,3.47,0.6,2.63,0.51,0.75,0.4
Albert Tumenov,18,4,180.34,77.11,185.42,Orthodox,33,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0
Ivan Salaverry,14,9,182.88,83.91,None,Orthodox,54,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5
Jarjis Danho,7,1,190.5,120.2,187.96,Orthodox,41,3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0
Umar Nurmagomedov,18,1,172.72,61.23,175.26,Orthodox,29,4.38,0.57,2.15,0.6,3.26,0.39,0.78,0.3
TJ O'Brien,20,8,187.96,70.31,None,Orthodox,38,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0
Corey Anderson,14,5,190.5,92.99,200.66,Orthodox,35,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0
Oliver Enkamp,7,2,182.88,77.11,195.58,Switch,33,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0
Matt Dwyer,9,4,193.04,77.11,193.04,Orthodox,35,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0
Byron Bloodworth,6,3,172.72,61.23,None,Orthodox,41,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0
Erin Blanchfield,13,2,162.56,56.7,167.64,Orthodox,25,5.24,0.44,4.21,0.59,1.86,0.31,0.8,0.8
Alvaro Herrera Mendoza,9,6,182.88,70.31,187.96,Orthodox,34,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1
Matt Van Buren,7,6,195.58,92.99,None,,38,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0
John Castaneda,21,7,167.64,61.23,180.34,Switch,33,4.67,0.5,5.22,0.54,1.79,0.35,0.71,0.1
Tim Sylvia,31,10,203.2,120.2,203.2,Orthodox,49,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1
Evan Tanner,32,8,182.88,83.91,187.96,Orthodox,54,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
Makhmud Muradov,26,8,187.96,83.91,190.5,Orthodox,35,4.21,0.43,2.57,0.61,3.03,0.66,0.77,0.2
Geane Herrera,9,3,165.1,56.7,167.64,Orthodox,34,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6
Kai Kara-France,25,11,162.56,56.7,175.26,Orthodox,32,4.56,0.39,3.22,0.65,0.61,0.33,0.88,0.0
Danny Martinez,21,8,167.64,56.7,170.18,Orthodox,39,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0
Jason High,21,6,172.72,70.31,185.42,Southpaw,43,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8
Henry Cejudo,16,5,162.56,61.23,162.56,Orthodox,38,3.82,0.47,3.46,0.59,1.84,0.31,0.76,0.1
Josh Shockman,6,3,193.04,106.59,None,Southpaw,44,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0
Bogdan Grad,15,2,172.72,65.77,177.8,Orthodox,29,5.83,0.52,7.84,0.47,3.5,0.4,1.0,0.0
Vicente Luque,23,10,180.34,77.11,190.5,Orthodox,33,5.05,0.51,5.22,0.52,0.99,0.53,0.62,0.7
Melinda Fabian,4,4,167.64,56.7,167.64,Orthodox,37,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0
Jason Gilliam,14,9,182.88,77.11,None,Orthodox,None,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0
Corey Hill,6,9,193.04,70.31,203.2,Orthodox,46,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0
Raphael Assuncao,28,10,165.1,61.23,167.64,Orthodox,42,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2
George Sotiropoulos,14,7,177.8,70.31,180.34,Orthodox,47,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6
Ryan Thomas,20,8,182.88,77.11,None,Orthodox,40,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2
Kevin Jousset,10,4,187.96,77.11,190.5,Orthodox,31,6.61,0.51,6.49,0.5,0.69,0.4,1.0,0.3
Ricky Simon,21,6,167.64,61.23,175.26,Orthodox,32,2.98,0.43,3.87,0.61,5.17,0.44,0.75,0.3
Bevon Lewis,7,3,190.5,83.91,200.66,Orthodox,33,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0
Mike Santiago,19,12,177.8,65.77,175.26,Orthodox,35,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1
Nick Denis,11,3,170.18,61.23,None,Orthodox,41,6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0
Oleg Taktarov,17,5,182.88,95.25,None,Orthodox,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ariel Beck,4,5,167.64,56.7,167.64,Southpaw,34,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0
Allen Berube,4,3,172.72,70.31,None,Orthodox,50,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4
Martin Buday,14,2,193.04,120.2,195.58,Orthodox,33,4.84,0.53,5.54,0.52,0.21,0.25,1.0,0.2
Yosdenis Cedeno,10,6,172.72,70.31,175.26,Orthodox,40,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3
Chael Sonnen,29,15,185.42,92.99,185.42,Southpaw,47,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
Leo Kuntz,18,4,177.8,70.31,None,Orthodox,41,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7
Jim Wallhead,29,11,177.8,77.11,None,Orthodox,41,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0
Trevin Jones,13,10,170.18,61.23,177.8,Southpaw,34,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2
Frankie Saenz,13,7,167.64,61.23,167.64,Orthodox,44,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1
Khalid Murtazaliev,14,2,182.88,83.91,193.04,Orthodox,31,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0
Brendan O'Reilly,6,3,170.18,77.11,175.26,Orthodox,37,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
Sasha Palatnikov,6,4,185.42,77.11,182.88,Switch,36,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0
Christian Rodriguez,12,2,170.18,65.77,180.34,Orthodox,27,3.54,0.48,2.41,0.57,1.21,0.53,0.69,1.2
Chris Fishgold,18,4,172.72,65.77,172.72,Orthodox,32,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3
Dong Hyun Ma,16,11,180.34,70.31,177.8,Orthodox,36,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0
Mirsad Bektic,13,4,172.72,65.77,177.8,Orthodox,34,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Christian Leroy Duncan,11,2,187.96,83.91,200.66,Switch,29,4.75,0.59,3.01,0.51,0.24,0.11,0.72,0.0
Sergio Moraes,14,6,182.88,77.11,182.88,Orthodox,42,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4
Max Rohskopf,5,1,185.42,70.31,180.34,Orthodox,30,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5
Roger Narvaez,8,3,190.5,83.91,None,Southpaw,41,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9
Jeff Newton,4,2,187.96,92.99,None,Sideways,58,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5
Ricardo Almeida,13,5,182.88,77.11,187.96,Orthodox,48,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2
Shonie Carter,51,31,177.8,77.11,None,Southpaw,52,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0
Lyman Good,21,6,182.88,77.11,187.96,Orthodox,39,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0
Jordan Mein,31,12,182.88,77.11,185.42,Orthodox,35,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
Francisco Figueiredo,13,5,167.64,56.7,172.72,Southpaw,35,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4
Patrick Williams,8,6,172.72,61.23,185.42,Orthodox,43,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5
Marcelo Guimaraes,9,2,182.88,83.91,185.42,Orthodox,41,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0
Nassourdine Imavov,16,4,190.5,83.91,190.5,Orthodox,30,4.45,0.55,3.26,0.58,0.85,0.32,0.78,1.1
Rhys McKee,13,6,187.96,77.11,198.12,Orthodox,29,4.8,0.45,7.85,0.42,0.0,0.0,0.41,0.0
Brad Riddell,10,4,170.18,70.31,180.34,Orthodox,33,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0
Jeremy Horn,91,22,185.42,83.91,187.96,Orthodox,49,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1
Antonio Rodrigo Nogueira,34,10,190.5,108.86,195.58,Orthodox,48,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
Piotr Hallmann,18,6,175.26,70.31,180.34,Orthodox,37,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
Mike Massenzio,13,9,187.96,83.91,185.42,Southpaw,42,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
BJ Penn,16,14,175.26,70.31,177.8,Orthodox,46,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5
Aleksandre Topuria,6,1,170.18,61.23,172.72,Orthodox,29,2.73,0.51,2.53,0.7,1.0,0.5,1.0,0.0
Omari Akhmedov,21,6,182.88,83.91,185.42,Orthodox,37,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2
Pedro Falcao,16,4,167.64,61.23,167.64,Orthodox,32,2.9,0.48,2.63,0.48,2.07,0.22,0.83,0.0
Abubakar Nurmagomedov,17,4,180.34,77.11,182.88,Orthodox,35,2.78,0.53,2.61,0.65,1.25,0.22,0.88,0.0
Felipe Lima,14,1,167.64,65.77,172.72,Orthodox,26,3.5,0.45,2.32,0.72,1.71,0.42,0.83,1.1
Nurullo Aliev,10,0,177.8,70.31,182.88,Orthodox,24,2.43,0.45,1.07,0.58,2.6,0.54,0.0,0.0
Movsar Evloev,19,0,170.18,65.77,182.88,Orthodox,31,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2
Vince Cachero,7,4,167.64,65.77,172.72,Orthodox,35,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5
Chas Skelly,19,3,180.34,65.77,182.88,Orthodox,39,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
Joel Alvarez,22,3,190.5,70.31,195.58,Orthodox,32,4.51,0.53,3.32,0.5,0.0,0.0,0.4,1.2
Kevin Jordan,11,9,190.5,111.13,None,Orthodox,54,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6
Julio Paulino,23,5,182.88,77.11,None,Orthodox,49,0.97,0.27,1.87,0.48,0.0,0.0,0.37,0.5
Sam Fulton,0,2,182.88,77.11,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Mariano,6,6,185.42,70.31,193.04,Switch,38,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0
Vitor Miranda,12,5,185.42,83.91,195.58,Orthodox,46,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
Robert Whiteford,14,4,175.26,65.77,175.26,Southpaw,41,2.33,0.46,1.99,0.62,1.9,0.3,0.45,0.0
Luke Cummo,6,6,182.88,77.11,187.96,Orthodox,44,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4
John Dowdy,0,1,182.88,77.11,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Oliveira,35,10,177.8,70.31,187.96,Orthodox,35,3.4,0.55,3.21,0.49,2.25,0.4,0.56,2.7
Steve Steinbeiss,9,4,190.5,83.91,190.5,Orthodox,43,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
Rachael Ostovich,4,6,160.02,56.7,157.48,Orthodox,34,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8
Mateusz Rebecki,20,2,170.18,70.31,167.64,Southpaw,32,4.7,0.48,4.13,0.54,3.84,0.75,0.45,0.8
Adam Yandiev,9,1,175.26,83.91,187.96,Orthodox,36,0.18,0.08,6.14,0.36,0.0,0.0,0.25,0.0
Felix Lee Mitchell,2,7,175.26,83.91,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Duffy,16,5,177.8,70.31,185.42,Orthodox,37,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7
Edilberto de Oliveira,29,15,182.88,77.11,None,Orthodox,42,4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0
Charles Rosa,14,8,175.26,65.77,175.26,Switch,38,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0
Rafaello Oliveira,17,8,172.72,70.31,180.34,Orthodox,43,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
Ryan Benoit,10,8,165.1,56.7,172.72,Orthodox,35,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
Journey Newson,10,5,165.1,61.23,170.18,Orthodox,36,2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3
Jared Gordon,20,7,175.26,70.31,172.72,Orthodox,36,5.75,0.55,3.97,0.56,1.78,0.31,0.62,0.0
Enrique Marin,10,4,177.8,77.11,None,,38,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0
Rob Yundt,9,5,185.42,83.91,None,Orthodox,44,1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0
Brady Hiestand,9,2,172.72,61.23,180.34,Orthodox,25,2.7,0.5,3.75,0.51,4.8,0.46,0.42,1.1
Niklas Backstrom,11,3,185.42,65.77,None,Orthodox,35,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2
Mark Schultz,1,1,175.26,90.72,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Brink,26,26,190.5,92.99,None,Orthodox,50,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0
Masio Fullen,11,7,177.8,65.77,177.8,Orthodox,38,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0
John Matua,1,4,187.96,181.44,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Rosier,2,6,193.04,124.74,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Browne,18,7,198.12,115.67,200.66,Orthodox,42,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
Dustin Pague,12,11,175.26,61.23,187.96,Orthodox,37,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6
Nazim Sadykhov,10,1,177.8,70.31,175.26,Southpaw,30,4.7,0.46,5.66,0.47,1.54,0.62,0.75,0.3
Michel Prazeres,26,4,167.64,77.11,170.18,Orthodox,43,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6
Jorge Lopez,11,5,177.8,77.11,None,Orthodox,36,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0
Justin Salas,12,7,172.72,70.31,177.8,Southpaw,43,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0
Ramona Pascual,6,5,170.18,61.23,167.64,Southpaw,36,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0
Daniel Marcos,17,0,170.18,61.23,175.26,Orthodox,32,5.9,0.53,4.25,0.62,0.59,0.5,0.88,0.0
Marcel Fortuna,9,3,185.42,92.99,187.96,Orthodox,39,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5
Cameron Smotherman,12,4,175.26,61.23,175.26,Orthodox,27,6.25,0.37,4.56,0.6,0.0,0.0,0.5,0.0
Paddy Pimblett,22,3,177.8,70.31,185.42,Orthodox,30,4.94,0.53,3.75,0.4,0.91,0.25,0.52,2.1
Marnic Mann,6,3,152.4,52.16,162.56,Southpaw,32,1.47,0.41,5.08,0.31,1.9,0.33,0.25,0.4
Hector Aldana,4,3,180.34,77.11,182.88,Orthodox,36,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0
Jake Ellenberger,31,15,175.26,77.11,180.34,Orthodox,39,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4
Curtis Stout,11,12,185.42,83.91,None,Southpaw,51,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0
Alexander Yakovlev,24,10,190.5,70.31,187.96,Southpaw,40,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1
Norifumi Yamamoto,18,6,162.56,61.23,167.64,Southpaw,48,2.09,0.45,2.01,0.57,0.41,0.22,0.45,0.0
Ben Sosoli,7,3,182.88,120.2,182.88,Southpaw,35,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0
Carlos Newton,16,14,175.26,77.11,None,Orthodox,48,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9
Gerry Harris,1,4,203.2,122.47,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westin Wilson,17,9,185.42,65.77,185.42,Southpaw,36,1.68,0.33,5.72,0.31,1.68,0.16,0.33,8.4
Alex Hunter,2,0,175.26,102.51,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Sherman,16,12,193.04,113.4,198.12,Orthodox,35,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0
Alberto Mina,13,1,182.88,77.11,195.58,Orthodox,42,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0
John Halverson,16,8,175.26,70.31,None,Southpaw,52,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0
Yoshiyuki Yoshida,18,9,180.34,77.11,177.8,Southpaw,50,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8
Nick Serra,7,3,175.26,77.11,None,Orthodox,47,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0
Chris Wade,12,3,177.8,70.31,177.8,Orthodox,37,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1
Chase Hooper,15,3,185.42,70.31,187.96,Southpaw,25,4.97,0.52,3.26,0.37,1.83,0.27,0.57,2.4
Rogerio Bontorin,16,4,165.1,56.7,170.18,Orthodox,32,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
Diego Lopes,26,6,180.34,65.77,182.88,Orthodox,30,4.2,0.53,4.11,0.5,0.5,0.4,0.52,2.8
Allen Crowder,10,4,190.5,111.13,193.04,Orthodox,35,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2
Tom Duquesnoy,16,2,170.18,61.23,172.72,Orthodox,31,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0
Antonio Carvalho,15,6,175.26,65.77,177.8,Orthodox,45,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0
Greg Hardy,7,5,195.58,120.2,203.2,Orthodox,36,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0
Kalib Starnes,17,11,190.5,83.91,187.96,Orthodox,50,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Diana Belbita,15,9,170.18,56.7,172.72,Orthodox,28,6.54,0.42,6.55,0.51,0.91,0.62,0.65,0.0
Nah-Shon Burrell,15,7,180.34,77.11,None,Orthodox,35,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3
Chris Leben,22,11,180.34,83.91,185.42,Southpaw,44,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8
Liudvik Sholinian,9,4,177.8,61.23,180.34,Orthodox,35,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0
Besam Yousef,7,4,180.34,77.11,None,Orthodox,40,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0
Will Chope,34,13,193.04,65.77,None,Switch,34,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0
Mark Kerr,15,11,190.5,120.66,None,Switch,56,0.28,0.41,0.89,0.28,2.92,0.77,0.0,0.4
