name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Melissa Gatto,9,2,165.1,61.23,175.26,Orthodox,28,3.78,0.49,2.84,0.54,1.47,0.28,0.63,0.5
Lavar Johnson,18,10,193.04,108.86,208.28,Orthodox,47,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6
Jiri Prochazka,31,5,190.5,92.99,203.2,Orthodox,32,5.74,0.55,5.7,0.43,0.6,0.6,0.68,0.2
Jesse Strader,5,3,170.18,61.23,177.8,Orthodox,33,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0
Enson Inoue,12,8,177.8,95.25,None,Orthodox,57,1.7,0.63,1.88,0.3,0.0,0.0,0.33,0.0
Alex Nicholson,7,4,193.04,83.91,195.58,Orthodox,34,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5
Mark Coleman,16,10,185.42,92.99,190.5,Orthodox,60,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
Chris Lytle,31,18,180.34,77.11,172.72,Orthodox,50,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
Montana De La Rosa,13,9,170.18,56.7,172.72,Orthodox,30,2.9,0.37,3.39,0.45,1.85,0.33,0.68,0.8
Michel Quinones,8,3,177.8,70.31,185.42,Orthodox,40,2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0
Kazuhiro Nakamura,21,13,180.34,92.99,177.8,Orthodox,45,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
Henry Martinez,9,4,170.18,70.31,175.26,Southpaw,41,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0
Rafael Estevam,13,0,172.72,56.7,175.26,Orthodox,28,2.06,0.57,2.94,0.45,6.41,0.35,0.6,0.4
Rani Yahya,28,12,167.64,61.23,170.18,Orthodox,40,1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8
Mike Guymon,15,6,182.88,77.11,187.96,Orthodox,50,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
Jodie Esquibel,6,6,154.94,52.16,162.56,Orthodox,38,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0
Luan Chagas,15,3,182.88,77.11,190.5,Orthodox,31,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3
Steve Lopez,13,6,180.34,70.31,None,Orthodox,40,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0
Pearl Gonzalez,6,3,162.56,52.16,None,Orthodox,38,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5
John Alessio,35,17,177.8,70.31,182.88,Orthodox,45,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2
Mark Weir,21,18,187.96,83.91,None,Southpaw,57,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4
Steve Berger,21,23,180.34,77.11,None,Orthodox,51,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Jesus Aguilar,11,3,162.56,56.7,157.48,Orthodox,29,1.73,0.45,1.1,0.59,1.83,0.35,0.4,1.8
Bob Cook,5,0,175.26,77.11,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Njokuani,16,12,185.42,70.31,190.5,Orthodox,45,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
Anthony Christodoulou,12,7,175.26,70.31,None,Orthodox,37,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0
Jason DeLucia,33,21,180.34,86.18,None,Southpaw,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Algeo,18,9,182.88,65.77,185.42,Switch,35,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1
Drew McFedries,12,7,182.88,83.91,182.88,Southpaw,46,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
Ronda Rousey,12,2,170.18,61.23,167.64,Orthodox,38,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8
Yanal Ashmouz,8,1,175.26,70.31,175.26,Orthodox,29,2.94,0.5,4.54,0.55,4.8,0.5,0.6,0.0
Christophe Leninger,3,4,182.88,90.72,None,Southpaw,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Enz,10,4,190.5,83.91,198.12,Orthodox,33,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0
Jorge Gurgel,14,10,170.18,70.31,175.26,Orthodox,48,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5
Nate Maness,16,3,177.8,56.7,182.88,Orthodox,33,3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7
Saimon Oliveira,18,5,162.56,61.23,182.88,Orthodox,33,2.82,0.41,3.91,0.48,1.21,0.25,0.35,1.6
Emily Whitmire,4,5,165.1,56.7,160.02,Orthodox,33,2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5
Wallid Ismail,9,3,170.18,92.99,None,Orthodox,57,0.92,0.31,0.83,0.44,1.85,0.28,0.0,0.5
Joe Jordan,49,14,167.64,70.31,None,Orthodox,46,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0
Horacio Gutierrez,4,3,177.8,65.77,None,,34,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0
Eddie Mendez,8,3,177.8,83.91,None,,41,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0
Michael Page,23,3,190.5,77.11,200.66,Switch,37,2.53,0.62,1.78,0.55,0.3,0.2,0.63,0.0
Adam Fugitt,10,4,185.42,77.11,195.58,Southpaw,36,4.72,0.45,4.48,0.51,2.04,0.29,0.5,0.0
Askar Askarov,14,1,167.64,56.7,170.18,Orthodox,32,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4
Rodolfo Bellato,12,2,190.5,92.99,195.58,Orthodox,29,6.28,0.62,6.31,0.46,1.06,0.3,1.0,0.3
Brock Jardine,12,6,180.34,77.11,None,Orthodox,39,1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8
Rodolfo Rubio Perez,10,16,165.1,65.77,None,Orthodox,38,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0
Armen Petrosyan,9,5,190.5,83.91,180.34,Orthodox,34,5.84,0.53,3.31,0.53,0.17,0.33,0.41,0.0
Angela Hill,18,14,160.02,52.16,162.56,Orthodox,40,5.47,0.5,4.92,0.61,0.81,0.32,0.75,0.1
Austin Bashi,13,1,167.64,65.77,177.8,Orthodox,23,1.94,0.48,2.71,0.46,8.39,0.39,0.62,1.3
Kurt Pellegrino,16,7,172.72,70.31,177.8,Orthodox,45,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8
Raquel Pennington,16,10,170.18,61.23,170.18,Orthodox,36,4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6
Josh Koscheck,17,11,177.8,77.11,185.42,Orthodox,47,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4
Jarred Brooks,13,2,160.02,56.7,157.48,Switch,31,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
Garett Whiteley,7,3,182.88,70.31,182.88,Orthodox,44,3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9
Miranda Granger,7,3,170.18,52.16,172.72,Orthodox,32,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0
Sako Chivitchian,8,1,180.34,70.31,None,Orthodox,41,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0
Roger Gracie,8,2,193.04,83.91,200.66,Orthodox,43,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9
Jacqueline Cavalcanti,9,1,172.72,61.23,177.8,Orthodox,27,5.73,0.46,3.32,0.7,0.0,0.0,0.84,0.0
Anna Elmose,3,2,160.02,52.16,None,Orthodox,40,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0
Josh Parisian,15,8,193.04,120.2,200.66,Orthodox,35,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2
Zviad Lazishvili,13,1,167.64,61.23,175.26,Orthodox,33,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0
Erik Perez,17,6,172.72,61.23,172.72,Orthodox,35,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2
Justin Ledet,9,4,193.04,92.99,203.2,Orthodox,36,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
Nikolas Motta,15,5,175.26,70.31,177.8,Orthodox,32,3.64,0.37,4.5,0.56,0.0,0.0,0.82,0.0
Bill Mahood,20,7,190.5,90.72,None,Orthodox,58,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9
ChangHo Lee,10,1,172.72,61.23,175.26,Orthodox,30,4.9,0.7,2.65,0.37,3.24,0.3,0.38,0.0
Jeremy Kimball,15,8,182.88,92.99,182.88,Switch,34,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0
Paulo Santos,0,3,182.88,92.99,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica-Rose Clark,11,9,165.1,61.23,162.56,Orthodox,37,3.73,0.51,3.51,0.58,1.66,0.42,0.62,0.3
Danny Downes,8,3,182.88,70.31,182.88,Orthodox,38,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5
Roger Hollett,13,5,180.34,92.99,None,Orthodox,46,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0
Collin Hart,6,3,185.42,83.91,None,Orthodox,35,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0
Jordan Wright,12,5,187.96,92.99,195.58,Orthodox,33,4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4
Alan Patrick,15,4,180.34,70.31,187.96,Southpaw,41,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3
Dave Berry,0,1,180.34,70.31,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Miletich,29,7,177.8,77.11,None,Orthodox,57,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
Leandro Issa,13,6,170.18,61.23,175.26,Orthodox,41,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2
Tito Ortiz,19,12,190.5,92.99,187.96,Orthodox,50,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6
Tim Means,33,17,187.96,77.11,190.5,Orthodox,41,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2
Jon Manley,9,4,185.42,77.11,None,Orthodox,38,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0
CM Punk,0,1,185.42,77.11,185.42,Orthodox,46,1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0
Impa Kasanganay,9,2,180.34,77.11,190.5,Orthodox,31,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2
Vince Morales,16,9,170.18,61.23,177.8,Orthodox,34,3.84,0.37,4.29,0.53,0.54,0.35,0.6,0.3
Jason Miller,23,10,185.42,83.91,None,Orthodox,44,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3
Justin Lawrence,10,4,172.72,65.77,170.18,Orthodox,34,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0
Luis Pena,9,3,190.5,70.31,190.5,Southpaw,31,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2
James Wilks,7,4,185.42,77.11,190.5,Orthodox,46,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8
Justine Kish,7,4,165.1,56.7,162.56,Orthodox,36,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1
Igor Zinoviev,4,1,185.42,90.26,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Saldana,16,7,180.34,65.77,185.42,Orthodox,34,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2
Max Griffin,20,11,180.34,77.11,193.04,Orthodox,39,3.75,0.48,3.66,0.58,1.37,0.4,0.69,0.3
Nick Aguirre,7,2,175.26,61.23,187.96,Southpaw,29,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6
Lyoto Machida,24,8,185.42,83.91,187.96,Southpaw,46,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4
Ebenezer Fontes Braga,13,7,182.88,90.26,None,Orthodox,55,2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6
Solomon Hutcherson,11,7,180.34,83.91,None,Southpaw,52,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0
Milana Dudieva,11,6,160.02,61.23,None,Orthodox,35,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0
Matheus Nicolau,19,6,167.64,56.7,167.64,Orthodox,32,3.31,0.51,2.98,0.65,1.22,0.43,0.9,0.8
Jules Bruchez,1,2,182.88,92.99,None,Southpaw,47,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0
Marlon Vera,23,10,172.72,61.23,177.8,Switch,32,4.27,0.49,5.37,0.5,0.51,0.39,0.72,0.8
Todd Brown,16,4,180.34,92.99,None,Orthodox,48,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
Andy Wang,7,8,167.64,70.31,None,Orthodox,47,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0
Tom Egan,7,5,180.34,77.11,None,Orthodox,None,0.0,0.0,3.91,0.5,0.0,0.0,0.28,0.0
Brad Morris,10,6,187.96,92.99,None,Orthodox,45,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0
Trevor Smith,15,10,190.5,83.91,190.5,Orthodox,44,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
Devonte Smith,11,4,175.26,70.31,193.04,Orthodox,31,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
Nicco Montano,5,3,165.1,61.23,165.1,Southpaw,36,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4
Kyle Noke,22,10,185.42,77.11,193.04,Southpaw,45,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
Bogdan Guskov,17,3,190.5,92.99,193.04,Orthodox,32,3.96,0.55,3.22,0.43,0.0,0.0,0.57,1.2
Jonathan Pearce,14,7,182.88,65.77,180.34,Switch,32,5.12,0.54,3.32,0.54,5.02,0.5,0.55,0.8
Kimo Leopoldo,10,7,190.5,106.59,None,Orthodox,57,0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3
Kevin Casey,9,5,180.34,83.91,195.58,Southpaw,43,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4
Gadzhi Omargadzhiev,13,2,185.42,77.11,180.34,Switch,32,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5
Dylan Andrews,18,7,185.42,83.91,187.96,Switch,45,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4
Damir Hadzovic,14,8,175.26,70.31,177.8,Orthodox,38,3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1
Zane Frazier,4,11,195.58,113.4,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrique Barzola,17,5,170.18,65.77,177.8,Orthodox,35,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3
Fernie Garcia,10,5,170.18,61.23,170.18,Orthodox,32,2.04,0.34,3.79,0.48,0.28,0.5,0.5,0.6
Kiichi Kunimoto,18,7,177.8,77.11,180.34,Orthodox,43,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3
Yuki Kondo,60,33,180.34,83.01,None,Southpaw,49,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5
Stephanie Egger,8,5,167.64,61.23,172.72,Orthodox,36,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6
Michihiro Omigawa,17,14,167.64,65.77,172.72,Orthodox,49,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5
Neil Magny,29,14,190.5,77.11,203.2,Orthodox,37,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2
Brian Johnston,5,5,190.5,104.33,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Lacerda,11,6,167.64,56.7,177.8,Switch,28,3.95,0.45,8.28,0.34,2.32,0.5,0.0,1.2
Gregor Gillespie,14,1,170.18,70.31,180.34,Orthodox,38,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8
Galore Bofando,5,3,180.34,77.11,182.88,Switch,42,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
Wes Albritton,0,1,177.8,85.28,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guilherme Vasconcelos,9,4,182.88,83.91,None,Orthodox,39,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0
Gabriel Gonzaga,17,11,187.96,109.77,193.04,Orthodox,45,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1
Orlando Wiet,1,5,177.8,77.11,None,Southpaw,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernesta Kareckaite,6,1,175.26,56.7,180.34,Orthodox,26,7.38,0.42,6.09,0.48,0.67,0.66,0.82,0.0
Thiago Perpetuo,9,4,177.8,77.11,None,Orthodox,37,5.39,0.69,3.51,0.51,2.82,0.5,0.66,0.0
Lara Procopio,7,2,162.56,56.7,170.18,Orthodox,29,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3
Chris Camozzi,24,13,187.96,83.91,190.5,Orthodox,38,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5
Rongzhu,26,6,175.26,70.31,180.34,Orthodox,25,5.9,0.51,5.51,0.5,1.56,0.62,0.84,0.2
Jason Gonzalez,11,5,187.96,70.31,187.96,Southpaw,35,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0
Thibault Gouti,12,5,177.8,70.31,182.88,Orthodox,38,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3
Andy Anderson,0,1,167.64,108.86,None,,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Coy,15,7,177.8,77.11,175.26,Southpaw,46,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0
Louis Smolka,17,9,175.26,61.23,172.72,Orthodox,33,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
Salim Touahri,10,4,177.8,77.11,182.88,Orthodox,35,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0
Brianna Fortino,9,3,152.4,52.16,157.48,Southpaw,31,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0
Mark Bocek,12,5,172.72,70.31,190.5,Orthodox,43,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
Marlon Moraes,23,10,167.64,61.23,170.18,Orthodox,36,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3
Merab Dvalishvili,19,4,167.64,61.23,172.72,Orthodox,34,4.36,0.42,2.51,0.56,5.89,0.35,0.82,0.3
Gabriella Fernandes,10,3,167.64,56.7,167.64,Southpaw,31,3.46,0.46,5.5,0.49,0.56,0.18,0.6,0.3
Julie Kedzie,16,13,165.1,61.23,None,Orthodox,44,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0
Matt Hughes,45,9,175.26,77.11,185.42,Switch,51,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
Luis Pajuelo,8,2,177.8,65.77,175.26,Orthodox,30,6.03,0.57,8.2,0.52,0.0,0.0,0.66,0.0
Jutaro Nakao,25,19,175.26,77.11,None,Southpaw,54,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
Tim Elliott,21,13,170.18,56.7,167.64,Southpaw,38,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0
Reuben Duran,11,7,170.18,61.23,180.34,Orthodox,41,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7
Ian Loveland,18,10,172.72,65.77,None,Orthodox,41,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3
Bruno Silva,23,12,182.88,83.91,187.96,Orthodox,35,3.85,0.47,5.28,0.41,0.78,0.23,0.74,0.0
Dequan Townsend,21,12,190.5,92.99,200.66,Orthodox,38,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0
Shayna Baszler,15,11,170.18,61.23,None,Orthodox,44,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
Ilir Latifi,17,9,177.8,104.33,185.42,Orthodox,42,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3
Eric Schafer,14,8,190.5,83.91,193.04,Orthodox,47,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
Martin Bravo,11,3,172.72,65.77,180.34,Southpaw,31,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0
Jason Witt,19,9,177.8,77.11,177.8,Orthodox,38,2.15,0.44,2.54,0.52,6.9,0.48,1.0,0.9
He-Man Gipson,1,2,177.8,77.11,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Barreto,14,9,193.04,104.33,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Crane,15,5,165.1,70.31,None,Orthodox,48,0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0
Steven Nguyen,9,2,180.34,65.77,185.42,Switch,31,7.15,0.4,7.36,0.6,0.28,1.0,0.84,0.0
Roger Huerta,23,9,175.26,70.31,177.8,Orthodox,41,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5
Felice Herrig,14,10,162.56,52.16,165.1,Orthodox,40,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8
Maryna Moroz,11,6,170.18,56.7,170.18,Orthodox,33,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6
Cody Pfister,13,6,177.8,70.31,185.42,Orthodox,34,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0
Amar Suloev,24,7,175.26,83.01,None,Orthodox,48,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
Dan Christison,20,7,203.2,120.2,None,Orthodox,52,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1
Brandon Vera,15,7,190.5,104.33,198.12,Orthodox,47,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2
Seth Baczynski,20,14,190.5,77.11,190.5,Orthodox,43,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Andre Petroski,13,4,182.88,83.91,185.42,Switch,33,2.89,0.5,2.65,0.5,3.38,0.54,0.85,1.5
Kiru Sahota,12,3,177.8,56.7,185.42,Orthodox,29,4.05,0.52,2.64,0.41,0.92,0.33,0.5,0.5
Pete Spratt,25,23,175.26,77.11,None,Orthodox,54,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3
Bharat Kandare,5,3,170.18,61.23,182.88,Orthodox,37,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0
Joanna Jedrzejczyk,16,5,167.64,52.16,165.1,Orthodox,37,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1
Jesse Taylor,31,15,182.88,77.11,185.42,Orthodox,42,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1
Victor Martinez,13,6,172.72,70.31,177.8,Orthodox,33,7.94,0.51,7.66,0.53,0.7,0.33,0.8,0.0
Marco Tulio,13,1,182.88,83.91,187.96,Orthodox,30,5.02,0.51,2.68,0.58,1.17,0.2,0.0,0.6
Holly Holm,15,7,172.72,61.23,175.26,Southpaw,43,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1
Hakeem Dawodu,13,4,172.72,65.77,185.42,Orthodox,33,5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0
Shane Roller,11,7,177.8,70.31,182.88,Orthodox,45,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9
Yazmin Jauregui,11,2,160.02,52.16,162.56,Orthodox,26,6.64,0.39,5.25,0.54,0.0,0.0,1.0,0.0
Jay Cucciniello,8,1,170.18,70.31,None,Orthodox,38,0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0
Bristol Marunde,16,10,185.42,77.11,190.5,Orthodox,42,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0
Shannon Gugerty,15,7,177.8,70.31,180.34,Orthodox,43,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4
Shane Campbell,14,6,182.88,70.31,180.34,Orthodox,38,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0
Timmy Cuamba,8,3,175.26,65.77,180.34,Orthodox,26,3.0,0.4,4.38,0.6,1.0,0.27,0.71,0.0
Yuri Villefort,10,5,182.88,77.11,185.42,Orthodox,34,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3
Manolo Zecchini,11,4,172.72,65.77,172.72,Orthodox,28,2.34,0.21,6.75,0.46,0.0,0.0,0.0,0.0
Daniel Kelly,13,4,182.88,83.91,177.8,Southpaw,47,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3
Billy Ray Goff,9,3,177.8,77.11,182.88,Switch,26,8.56,0.46,5.71,0.59,2.01,0.17,1.0,0.0
Alexander Volkanovski,26,4,167.64,65.77,180.34,Orthodox,36,6.16,0.56,3.44,0.58,1.78,0.37,0.7,0.2
Azamat Bekoev,19,3,182.88,83.91,182.88,Orthodox,29,6.85,0.8,4.24,0.45,4.89,0.5,0.0,0.0
Phil Johns,30,14,157.48,77.11,None,Southpaw,56,1.2,0.66,1.8,0.5,0.0,0.0,0.5,0.0
Daniel Rodriguez,18,5,185.42,77.11,187.96,Southpaw,38,7.5,0.49,5.47,0.58,0.59,0.54,0.57,0.1
Wendell Oliveira Marques,29,10,177.8,77.11,None,Orthodox,41,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0
Bruno Korea,7,3,167.64,61.23,165.1,,33,2.12,0.34,3.96,0.42,0.0,0.0,0.25,0.0
Minoki Ichihara,0,1,170.18,80.74,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yusaku Kinoshita,6,3,182.88,77.11,180.34,Southpaw,24,4.65,0.5,5.12,0.51,0.0,0.0,0.5,0.0
Kaan Ofli,12,4,170.18,65.77,167.64,Orthodox,31,2.0,0.45,2.93,0.6,0.0,0.0,0.0,0.0
Rodrigo Ruas,4,5,177.8,83.91,None,Orthodox,47,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0
Caio Borralho,17,1,185.42,83.91,190.5,Southpaw,32,3.61,0.6,2.34,0.62,1.56,0.6,0.76,0.5
Tatsuya Kawajiri,36,11,170.18,65.77,175.26,Orthodox,46,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1
Warlley Alves,15,8,180.34,83.91,182.88,Orthodox,34,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8
Chris Duncan,13,2,177.8,70.31,180.34,Orthodox,31,4.2,0.45,3.63,0.47,4.1,0.43,0.37,0.6
Zubaira Tukhugov,20,6,172.72,70.31,172.72,Orthodox,34,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0
Sheymon Moraes,11,4,172.72,65.77,182.88,Orthodox,34,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0
Gegard Mousasi,42,6,187.96,83.91,193.04,Orthodox,39,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1
Paul Bradley,23,8,175.26,77.11,None,Orthodox,41,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
Rafael Cerqueira,11,2,190.5,92.99,193.04,Southpaw,34,3.28,0.43,14.43,0.42,0.0,0.0,0.0,0.0
Israel Adesanya,24,5,193.04,83.91,203.2,Switch,35,4.02,0.48,3.2,0.55,0.05,0.11,0.76,0.1
Bubba Bush,8,3,182.88,83.91,None,Orthodox,39,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0
Jianping Yang,11,4,170.18,65.77,None,Orthodox,36,1.4,0.26,2.07,0.65,1.0,0.25,0.33,0.0
Maurice Greene,9,7,200.66,117.03,203.2,Orthodox,38,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4
